UF,Sexo,Idade,Cor,Anos de Estudo,Renda,Altura
29,0,45,2,16,30000,1.673663813
29,0,33,4,12,3800,1.721549462
29,1,39,8,12,2800,1.76946537
29,0,30,8,16,2500,1.532295874
29,0,31,2,12,5000,1.776540389
29,1,25,8,12,2000,1.755515327
29,0,56,4,12,3400,1.590825739
29,1,54,2,15,4000,1.898093454
29,1,79,8,16,30000,1.58883115
29,1,40,8,16,4000,1.690223732
29,0,57,2,12,2000,1.656565125
29,0,52,8,13,2684,1.736563551
29,1,31,4,16,2100,1.780753618
29,0,31,4,16,3500,1.673853787
29,0,31,4,12,3000,1.768226352
29,0,45,4,4,1100,1.612440281
29,1,28,4,12,2500,1.703438428
29,1,57,4,16,3400,1.640878126
29,1,28,4,16,3500,1.797129341
29,0,30,8,16,2800,1.657169437
29,1,51,4,3,700,1.743435431
29,1,34,8,12,2000,1.592541742
29,0,35,4,12,1200,1.785202406
29,0,29,4,12,2000,1.546146875
29,0,63,2,6,1700,1.632347901
29,0,49,4,12,788,1.654644727
29,0,31,8,6,1400,1.761728938
29,0,52,8,11,3500,1.840766553
29,0,35,4,14,1500,1.728728212
29,1,52,8,12,845,1.628071161
29,1,37,8,6,600,1.816127142
29,0,53,8,1,500,1.659321973
29,0,56,8,4,700,1.717288865
29,0,51,4,2,1800,1.635529028
29,0,64,8,1,977,1.647214333
29,0,43,4,16,820,1.726103001
29,1,48,4,16,3100,1.78456756
29,1,46,8,10,420,1.861125772
29,1,50,4,5,400,1.672594309
29,0,55,8,4,950,1.831706763
29,0,24,4,12,788,1.741929462
29,0,52,4,13,800,1.768504151
29,0,75,4,4,3500,1.78745801
29,0,36,4,12,1100,1.577117468
29,0,42,4,1,850,1.625951029
29,1,30,4,10,1000,1.668859234
29,0,50,4,12,2000,1.660299484
29,1,60,4,12,1500,1.792202163
29,1,37,8,16,1500,1.729801762
29,0,34,4,12,880,1.864608287
29,1,59,4,6,200,1.711712541
29,0,31,4,12,1000,1.794250758
29,0,24,4,1,922,1.724647374
29,1,27,4,16,1576,1.768766025
29,0,52,4,12,900,1.838820684
29,0,55,2,16,3000,1.605929392
29,0,38,2,14,7000,1.829719416
29,0,56,2,16,10000,1.719459216
29,0,50,8,15,7000,1.808538262
29,0,57,8,16,15125,1.64757643
29,0,41,8,16,5000,1.839623525
29,0,63,8,16,16000,1.955395015
29,1,50,2,16,6500,1.68684512
29,0,23,2,12,6000,1.775906018
29,1,33,8,16,2500,1.740060801
29,0,20,2,8,1400,1.639931027
29,1,37,8,12,700,1.696887105
29,0,38,4,4,788,1.666311665
29,0,48,8,9,2500,1.839495129
29,1,42,4,11,780,1.691989133
29,1,51,2,12,500,1.689599177
29,0,31,8,5,2000,1.642765923
29,0,34,8,13,850,1.637446
29,0,40,2,10,1920,1.528827328
29,0,55,8,1,500,1.727519965
29,1,51,4,8,850,1.694886271
29,1,54,8,2,788,1.79828
29,0,37,8,12,1389,1.69860856
29,0,26,8,12,870,1.561276308
29,1,25,8,9,300,1.67206599
29,0,61,8,11,0,1.770757312
29,1,26,2,12,788,1.794893218
29,0,47,4,16,500,1.615166827
29,0,45,8,6,788,1.744971094
29,1,29,4,12,1200,1.824543765
29,1,54,4,12,800,1.668445408
29,1,60,4,6,500,1.763860355
29,0,21,4,12,788,1.714275279
29,0,29,4,12,900,1.756775877
29,1,37,8,7,1500,1.760569055
29,0,49,2,3,900,1.655071052
29,1,41,8,12,1000,1.644798208
29,1,36,4,9,788,1.751763405
29,1,18,8,12,800,1.730062345
29,0,56,4,8,788,1.683359598
29,1,36,2,12,2000,1.717640858
29,1,40,8,16,10000,1.700372321
29,1,56,8,16,6000,1.580458588
29,0,62,8,16,16000,1.655258357
29,1,38,2,16,3000,1.66806985
29,1,46,8,16,1400,1.72685011
29,0,51,8,16,4000,1.654432706
29,0,55,2,16,10000,1.737056733
29,1,45,8,16,5000,1.786726612
29,0,41,4,12,2500,1.754064951
29,0,53,4,12,3000,1.71413831
29,0,44,8,5,780,1.71567375
29,0,27,8,12,788,1.723664887
29,0,48,8,12,972,1.693177927
29,0,51,4,16,1000,1.869693709
29,1,46,4,4,400,1.837994736
29,1,50,8,10,788,1.626197318
29,1,46,2,6,600,1.865167587
29,0,26,8,12,900,1.666609601
29,0,47,4,4,780,1.608442547
29,0,37,2,16,15000,1.732881214
29,0,37,8,16,1250,1.745722133
29,0,42,2,16,4500,1.716169597
29,1,39,8,16,2000,1.764098725
29,1,27,4,12,970,1.647532918
29,0,40,8,16,10000,1.619492352
29,0,54,4,15,27000,1.73498607
29,0,47,8,16,10000,1.618513033
29,0,65,8,16,10000,1.902991416
29,0,55,8,16,5000,1.798044989
29,1,35,4,9,150,1.710305266
29,1,25,4,12,500,1.837420769
29,0,40,4,4,900,1.674296691
29,0,42,4,5,100,1.698415532
29,1,50,4,3,50,1.66213754
29,0,23,4,9,788,1.622185487
29,1,35,4,4,150,1.610573982
29,0,48,8,16,9000,1.685121798
29,1,51,2,16,1000,1.802311828
29,0,25,2,12,2000,1.728162323
29,0,43,2,16,2500,1.826859071
29,0,61,8,13,1600,1.850079426
29,0,40,4,3,788,1.736244615
29,0,29,8,13,3000,1.618070566
29,0,46,4,12,1100,1.623048193
29,0,64,4,10,1400,1.61423703
29,0,33,8,10,900,1.685480609
29,0,24,4,11,700,1.632141406
29,0,52,8,5,300,1.48131989
29,1,55,4,3,300,1.674462514
29,0,62,4,5,788,1.651008654
29,1,43,4,12,788,1.68960658
29,0,52,8,5,600,1.671019209
29,1,52,4,6,800,1.562486416
29,0,52,8,12,800,1.630781484
29,0,32,2,12,800,1.604404903
29,1,29,4,12,860,1.794527514
29,0,43,4,4,600,1.72769259
29,0,34,4,10,1000,1.678815286
29,1,45,4,12,400,1.648155646
29,1,38,4,9,1050,1.606261968
29,1,43,2,8,350,1.742568033
29,1,66,4,1,788,1.577517489
29,0,48,8,8,300,1.688780519
29,1,36,4,9,788,1.573779963
29,1,65,8,6,100,1.762506179
29,1,57,8,11,400,1.715679001
29,1,41,8,5,670,1.72743708
29,0,53,8,12,1600,1.760842845
29,0,19,8,10,500,1.7359233
29,1,54,4,8,700,1.693249545
29,0,40,4,12,1800,1.683811807
29,0,31,2,12,550,1.623319612
29,0,64,4,5,1000,1.724211408
29,1,54,8,12,850,1.66241156
29,1,21,8,12,945,1.804515575
29,0,54,4,12,1200,1.67421176
29,0,47,4,7,600,1.586739234
29,0,40,8,9,1500,1.636960874
29,0,51,4,5,700,1.756774076
29,1,45,4,16,1000,1.689564944
29,1,35,4,12,560,1.643568101
29,1,50,4,4,935,1.650003402
29,0,31,8,12,1300,1.600747385
29,1,52,8,16,700,1.753090668
29,1,22,8,10,650,1.635042026
29,1,40,4,10,1100,1.623124064
29,1,30,2,12,800,1.689226542
29,0,56,4,5,1200,1.552902086
29,1,29,8,16,1400,1.601159692
29,1,32,4,12,950,1.818900318
29,0,20,8,12,1220,1.799696623
29,0,33,4,9,1000,1.703810953
29,0,44,8,12,1400,1.773640576
29,1,35,4,11,500,1.600137272
29,1,49,8,13,850,1.84179985
29,1,49,4,8,250,1.620686207
29,0,34,8,9,900,1.743962865
29,1,62,4,7,788,1.737889457
29,0,30,8,12,600,1.701502128
29,1,56,8,12,350,1.679788947
29,0,34,4,12,800,1.923130944
29,1,39,4,12,788,1.523766408
29,1,43,8,12,400,1.53747016
29,0,60,8,9,800,1.904062145
29,1,44,8,12,970,1.570118608
29,1,58,8,5,400,1.724107481
29,0,32,8,16,1100,1.807171483
29,0,35,4,6,1200,1.549222346
29,0,46,4,5,1570,1.841878914
29,0,55,8,2,750,1.687243269
29,1,32,8,12,500,1.669328151
29,1,43,8,12,1000,1.735185349
29,1,50,8,1,400,1.461483642
29,0,18,2,10,1100,1.638318851
29,0,34,8,16,2100,1.709888612
29,1,44,4,4,900,1.711178927
29,0,47,2,12,1600,1.675014211
29,0,53,4,7,1800,1.794848483
29,1,43,4,5,680,1.7333449
29,0,35,4,12,1500,1.630985062
29,0,35,4,5,788,1.57394521
29,0,33,2,16,1900,1.676759672
29,0,54,4,7,250,1.702470651
29,1,50,8,5,450,1.677118714
29,0,41,8,10,7500,1.651956476
29,1,64,4,16,1400,1.644550182
29,0,35,4,12,1700,1.726898728
29,1,41,4,5,640,1.769003106
29,0,47,8,8,300,1.69199658
29,0,25,4,12,788,1.537444193
29,0,54,4,8,788,1.638437895
29,1,32,4,12,780,1.724042141
29,1,53,4,13,788,1.708771332
29,0,49,8,5,1118,1.718006975
29,0,63,8,1,500,1.769319513
29,0,48,4,4,1500,1.859604945
29,1,32,4,12,1200,1.768197615
29,1,57,4,9,788,1.651870616
29,0,33,8,9,1200,1.66467362
29,1,47,4,12,900,1.675306871
29,1,36,8,5,788,1.665026041
29,0,54,4,6,788,1.83847892
29,0,44,4,6,788,1.784234894
29,1,36,8,14,3400,1.796785253
29,0,62,8,6,1300,1.693689817
29,0,19,8,9,1800,1.462790512
29,1,79,8,3,200,1.807247709
29,1,47,4,12,900,1.725650835
29,1,62,4,9,788,1.858798858
29,0,48,4,5,1500,1.768693624
29,0,39,2,10,2094,1.724286754
29,1,48,4,15,1300,1.744585664
29,1,55,4,13,788,1.757953228
29,0,42,8,12,1200,1.607308855
29,0,40,4,15,2000,1.585518042
29,0,39,4,13,850,1.740127408
29,1,75,8,6,1000,1.752444115
29,1,54,4,8,1500,1.83915482
29,0,42,4,12,1200,1.733500484
29,1,23,4,8,640,1.658504396
29,0,55,2,9,788,1.704060624
29,0,27,4,12,788,1.770327767
29,1,34,8,12,1200,1.7217887
29,0,39,8,6,400,1.788932699
29,0,44,4,12,788,1.750830924
29,0,54,4,9,1350,1.634479702
29,1,57,4,17,788,1.60030778
29,0,32,4,12,1200,1.731697371
29,0,42,8,12,1500,1.657662293
29,0,38,8,12,480,1.634705879
29,1,50,8,16,2100,1.700537836
29,1,28,8,12,860,1.725114083
29,0,24,4,12,788,1.702528311
29,0,43,8,10,1200,1.640595698
29,1,43,4,16,3000,1.809611061
29,1,55,4,12,700,1.756641404
29,1,53,8,12,1576,1.739615716
29,0,35,4,12,1576,1.741477483
29,0,56,4,16,10000,1.804278045
29,1,47,2,16,6200,1.740689204
29,0,59,8,14,4000,1.712972921
29,0,50,8,12,974,1.627155849
29,1,21,4,7,250,1.66276148
29,1,32,4,7,788,1.651274142
29,1,39,8,12,400,1.606539527
29,0,37,8,4,1000,1.602185088
29,1,48,8,16,1390,1.658756801
29,0,33,4,12,1020,1.765445424
29,0,56,4,11,1100,1.778557459
29,1,54,8,4,230,1.636683549
29,1,41,8,7,380,1.614756098
29,1,32,4,12,788,1.708269456
29,0,54,8,9,2500,1.868598025
29,1,60,8,6,788,1.637072378
29,1,42,4,6,550,1.677948643
29,1,41,2,16,1450,1.626748747
29,0,62,4,12,900,1.670161943
29,0,47,8,12,1200,1.69465692
29,1,40,4,8,788,1.723057044
29,0,30,8,12,950,1.869201871
29,0,56,4,12,2100,1.716127111
29,0,29,4,12,1100,1.71346195
29,0,39,4,11,1800,1.570476128
29,0,41,8,11,1100,1.592977621
29,0,45,8,10,918,1.79774751
29,0,71,4,4,1500,1.624900078
29,0,34,8,12,1100,1.737146984
29,0,44,8,4,800,1.745337539
29,1,49,8,12,1000,1.63180407
29,0,30,4,12,1000,1.694562946
29,0,47,4,12,1500,1.806763797
29,1,32,4,12,2100,1.756861141
29,0,43,4,6,1200,1.733034596
29,1,51,4,9,788,1.692874543
29,0,48,8,6,900,1.724183862
29,1,51,2,10,788,1.609659227
29,0,37,8,12,1600,1.57684739
29,1,59,4,12,788,1.783728091
29,0,64,8,8,3100,1.710646553
29,1,59,4,12,1728,1.723798934
29,1,33,4,15,788,1.700072998
29,0,50,2,12,1500,1.66517464
29,1,45,4,10,700,1.718114612
29,0,69,8,6,1200,1.710803372
29,0,51,8,13,100,1.612211839
29,1,33,8,12,788,1.733342105
29,1,52,4,12,1890,1.686141631
29,1,49,8,10,920,1.614328174
29,1,44,8,5,150,1.682846324
29,0,47,8,3,1200,1.5554608
29,0,65,8,2,300,1.687406537
29,1,69,4,6,150,1.692739382
29,1,51,8,12,1250,1.740910304
29,0,67,8,6,1460,1.654800055
29,1,35,4,12,788,1.760328215
29,0,49,8,9,1000,1.694673255
29,0,52,8,12,1400,1.700992389
29,0,35,4,16,1200,1.784920961
29,0,38,8,12,4000,1.717700973
29,1,30,2,12,1000,1.806862058
29,0,43,4,12,1000,1.857268846
29,0,47,8,12,2400,1.662332187
29,0,47,4,12,950,1.669707115
29,1,58,8,6,1000,1.578231401
29,0,44,8,13,2000,1.765477853
29,0,37,8,10,800,1.718844532
29,1,37,8,12,788,1.636399068
29,1,38,8,14,1400,1.710222643
29,0,47,8,9,1800,1.764420839
29,1,53,8,12,788,1.74017838
29,1,61,8,5,182,1.524954066
29,0,47,8,12,2000,1.644665065
29,0,33,4,11,788,1.676927603
29,1,57,8,12,1500,1.676977022
29,1,31,4,11,1000,1.770285603
29,0,41,8,12,800,1.611831961
29,0,44,8,12,788,1.602373285
29,0,58,8,8,0,1.735467515
29,0,62,4,1,847,1.740244451
29,0,25,8,3,788,1.63427299
29,1,50,8,12,320,1.802583306
29,0,62,8,9,1200,1.660882531
29,1,29,4,12,918,1.73023474
29,0,43,4,7,900,1.698691377
29,1,44,8,4,788,1.764137484
29,0,37,4,9,1300,1.807078127
29,0,46,8,1,950,1.756304481
29,1,42,4,12,900,1.665532447
29,1,48,2,8,1000,1.777848338
29,0,42,2,5,788,1.682652781
29,0,41,8,2,500,1.599402624
29,0,29,8,12,1000,1.53946405
29,0,35,8,16,2200,1.635747301
29,0,47,8,13,2100,1.667213652
29,0,31,8,8,1100,1.72687548
29,0,32,4,10,1150,1.661104026
29,0,42,8,9,1500,1.775442873
29,0,32,8,12,980,1.758582269
29,0,36,4,9,1500,1.81683149
29,1,42,8,6,800,1.732996603
29,0,54,4,8,1600,1.714317222
29,1,47,4,9,400,1.859665332
29,1,40,4,15,788,1.786360526
29,0,34,8,5,1000,1.598550678
29,0,33,8,11,4000,1.690599904
29,0,55,4,9,900,1.628240262
29,0,51,8,12,1500,1.653269694
29,0,36,2,14,2100,1.832832919
29,1,40,4,12,1100,1.597407728
29,0,56,4,8,1000,1.651015141
29,1,44,8,12,1500,1.739823347
29,1,30,4,12,900,1.652692687
29,0,30,8,16,3200,1.709970187
29,1,40,4,11,788,1.582445465
29,0,36,8,12,800,1.484926024
29,0,36,4,11,788,1.682935265
29,0,57,8,12,1200,1.753940279
29,1,48,4,12,650,1.572320899
29,0,55,2,1,200,1.802441855
29,0,31,8,9,1050,1.72074428
29,0,41,8,12,1500,1.815721635
29,0,34,4,8,1250,1.77056353
29,0,46,2,6,1025,1.655847015
29,0,42,8,12,1600,1.630784457
29,1,31,4,12,900,1.700815142
29,1,54,8,12,1250,1.7088739
29,1,38,2,12,900,1.612186297
29,0,50,8,12,3000,1.785402286
29,0,33,8,11,1000,1.760479944
29,1,47,8,12,800,1.739990609
29,0,29,8,9,900,1.712008907
29,0,33,8,12,1200,1.639442926
29,0,60,4,6,1000,1.564860251
29,0,22,8,7,788,1.715332389
29,1,35,8,12,800,1.671139345
29,1,63,4,5,200,1.74794699
29,1,51,4,12,788,1.631223632
29,1,40,4,10,788,1.648710205
29,0,50,8,13,1300,1.783265344
29,0,23,4,12,1600,1.880419867
29,1,40,8,12,788,1.817792737
29,0,51,8,5,1100,1.744969174
29,1,50,8,12,800,1.721703676
29,1,23,4,6,788,1.872163909
29,1,38,4,12,950,1.68571206
29,0,36,8,4,788,1.78053917
29,1,64,4,13,1000,1.696632473
29,0,36,8,8,2000,1.692035362
29,1,59,8,13,788,1.672591482
29,1,25,4,9,500,1.654424955
29,1,37,8,4,400,1.657128481
29,0,33,8,12,950,1.635100359
29,1,51,4,12,788,1.605892653
29,0,43,8,7,800,1.755086923
29,0,35,4,6,788,1.621056059
29,0,58,4,14,850,1.647854951
29,1,54,8,10,788,1.793059776
29,0,56,8,1,400,1.683232518
29,0,43,4,12,1100,1.738249953
29,0,25,8,12,1500,1.864951643
29,0,26,8,12,788,1.717577683
29,0,55,0,2,788,1.722543437
29,1,30,8,7,720,1.676769924
29,1,37,8,12,1500,1.654091883
29,0,33,8,10,950,1.638120177
29,1,40,2,12,917,1.746461908
29,0,43,4,9,1050,1.667136943
29,0,51,4,4,1300,1.636338905
29,0,47,2,10,600,1.700272983
29,0,41,2,12,3000,1.620831823
29,1,29,8,12,1000,1.79697861
29,1,37,8,16,3500,1.54799194
29,0,32,8,12,1300,1.647963402
29,0,42,8,12,1300,1.648521482
29,0,57,2,16,14000,1.739200848
29,0,30,4,13,7000,1.604381964
29,1,58,2,9,788,1.540288841
29,1,47,4,12,6200,1.810939494
29,1,57,8,9,1200,1.596848654
29,1,34,4,8,100,1.708383744
29,1,35,2,12,1300,1.735995292
29,0,49,2,12,700,1.630249665
29,0,27,4,12,1200,1.653055181
29,0,59,4,6,600,1.636926809
29,0,55,8,3,400,1.630056449
29,0,36,4,12,1200,1.820685341
29,0,50,4,5,1480,1.727378658
29,0,45,2,8,788,1.594836016
29,1,45,8,12,1200,1.792403155
29,0,55,8,3,1300,1.668271381
29,0,62,4,12,1200,1.732773087
29,0,34,2,12,1000,1.608316974
29,0,51,4,5,1000,1.577396056
29,1,43,4,8,1200,1.745915344
29,0,59,4,12,1500,1.618514434
29,1,62,4,1,200,1.70737419
29,0,32,4,12,1200,1.563279924
29,0,40,8,12,2364,1.689970637
29,1,53,4,16,5000,1.695976397
29,0,57,8,9,1576,1.587136747
29,1,45,2,1,3940,1.704073127
29,0,58,8,16,1200,1.719118252
29,1,35,8,12,1500,1.695065831
29,1,42,4,9,788,1.646257802
29,0,50,4,1,2000,1.903495194
29,1,35,4,7,200,1.763241951
29,0,20,4,9,600,1.7561675
29,0,51,4,13,1382,1.615068657
29,0,57,4,9,2400,1.705191416
29,1,36,4,9,724,1.624056663
29,0,37,0,8,788,1.675736746
29,1,52,4,5,800,1.78845549
29,1,33,4,15,657,1.73031704
29,1,44,4,11,500,1.61102565
29,1,35,4,12,1576,1.771965714
29,1,32,8,6,150,1.64117879
29,1,49,4,12,400,1.534838489
29,1,44,4,9,788,1.750580268
29,0,48,8,2,788,1.932796151
29,0,59,4,5,800,1.710565308
29,0,52,4,12,2000,1.702299851
29,0,37,4,12,788,1.800821584
29,0,35,4,16,3000,1.656421959
29,0,47,8,12,2100,1.648574571
29,0,28,4,16,2500,1.784189807
29,1,32,8,15,3000,1.789117096
29,1,36,8,16,4500,1.899642752
29,0,27,8,15,3000,1.728518466
29,1,35,8,16,2500,1.713497733
29,1,32,8,12,800,1.547655675
29,0,31,8,16,3000,1.771189912
29,0,33,8,16,2300,1.726220467
29,0,53,4,12,3800,1.770752413
29,1,32,4,16,3325,1.803996475
29,1,50,8,16,3000,1.678202414
29,0,48,8,7,3000,1.790094619
29,0,32,2,12,2300,1.725577808
29,0,53,4,12,1600,1.595622891
29,0,54,4,5,2000,1.706276297
29,0,34,4,13,3000,1.699946709
29,1,43,8,12,2000,1.703184697
29,0,37,8,15,788,1.656863758
29,0,34,8,15,6000,1.754345946
29,0,34,8,16,6000,1.685317198
29,1,57,8,16,5500,1.681353036
29,0,42,4,16,2500,1.727041766
29,1,46,8,16,3430,1.615069178
29,0,26,8,12,2500,1.778099159
29,0,30,2,16,1900,1.808815824
29,0,46,2,12,10000,1.670680538
29,1,22,8,11,1000,1.631949887
29,0,55,8,16,2800,1.719309006
29,0,28,2,12,800,1.673706912
29,0,46,8,13,1600,1.58308113
29,0,34,8,6,1000,1.707297075
29,0,29,4,9,800,1.817573484
29,1,28,8,16,1600,1.795634161
29,0,33,4,15,900,1.596362221
29,0,43,8,13,4000,1.731115476
29,0,52,4,12,2000,1.678780338
29,1,52,8,16,1600,1.7970594
29,0,47,2,9,2650,1.586151095
29,0,37,8,16,3000,1.850362874
29,0,38,4,16,3000,1.712902502
29,0,21,8,15,1000,1.619816641
29,0,56,8,1,600,1.660107304
29,1,41,8,12,1200,1.62754233
29,0,34,8,1,950,1.728469681
29,1,36,2,12,788,1.654122407
29,1,35,4,1,1400,1.642759472
29,1,36,8,10,788,1.706333282
29,1,65,4,9,280,1.546313754
29,0,46,4,12,900,1.663673503
29,1,27,4,12,788,1.785944095
29,0,47,8,9,845,1.624245469
29,0,33,8,13,974,1.560985049
29,0,21,8,8,900,1.662948139
29,0,36,4,13,1400,1.589506207
29,1,46,2,12,788,1.7965059
29,0,36,4,10,700,1.644524818
29,0,43,4,9,1200,1.765047699
29,1,36,4,9,788,1.644120581
29,0,59,4,11,1800,1.705822455
29,0,36,4,9,788,1.718312156
29,0,27,8,12,1800,1.739004057
29,0,34,8,15,1200,1.628298862
29,0,28,8,13,788,1.714884112
29,0,66,8,5,2100,1.66528516
29,1,32,8,13,1100,1.725512723
29,1,27,4,12,1000,1.832901283
29,0,29,4,13,1300,1.741086969
29,1,36,4,12,700,1.796214583
29,0,29,4,11,2000,1.667018009
29,1,34,4,9,800,1.752959636
29,0,33,8,12,1500,1.713376637
29,1,47,4,1,788,1.819772789
29,0,37,4,12,788,1.658102287
29,0,48,4,8,2364,1.701526897
29,0,44,4,12,788,1.6648066
29,0,45,8,12,2000,1.726419549
29,0,55,4,5,700,1.712429644
29,0,34,4,4,1140,1.698879376
29,1,38,4,1,788,1.872359903
29,0,56,4,1,1500,1.782674161
29,0,37,4,6,788,1.66763894
29,0,34,4,12,1250,1.745443837
29,0,36,8,6,500,1.607449783
29,0,54,8,7,700,1.741954489
29,1,27,4,7,857,1.627341678
29,0,61,8,5,1200,1.660587656
29,1,43,4,6,1400,1.622894018
29,0,31,8,9,819,1.736808229
29,0,35,4,9,788,1.619626031
29,1,35,4,12,819,1.743553539
29,1,50,2,9,400,1.689786179
29,1,43,4,8,788,1.677125825
29,0,61,4,2,500,1.799907543
29,1,46,8,5,850,1.676354464
29,0,24,8,12,1200,1.663828652
29,0,29,4,5,788,1.691460004
29,1,43,4,11,788,1.833917883
29,0,37,8,5,900,1.680018999
29,0,33,8,5,850,1.714678356
29,1,48,4,2,788,1.762240764
29,1,48,8,8,788,1.717787074
29,0,42,4,5,900,1.631810511
29,0,63,8,5,0,1.807573669
29,0,39,0,12,1500,1.789603743
29,0,53,4,4,788,1.770787657
29,0,31,4,12,788,1.832407085
29,1,32,4,6,788,1.71452362
29,0,32,8,12,1800,1.699479668
29,0,42,8,12,900,1.852925563
29,0,43,8,12,1500,1.613225433
29,1,23,4,12,600,1.64253787
29,0,50,8,6,800,1.664332185
29,0,45,2,12,3000,1.827553516
29,0,42,8,12,3500,1.721500884
29,0,40,4,12,788,1.589572697
29,0,42,8,12,1138,1.764607237
29,1,54,2,2,788,1.577337715
29,0,39,8,12,3000,1.728400656
29,0,33,4,12,400,1.722448508
29,0,33,4,12,1200,1.763146561
29,0,55,4,6,1000,1.743788364
29,1,48,4,12,1800,1.722747155
29,0,46,8,14,3000,1.725630355
29,0,31,8,12,1800,1.603812978
29,1,54,8,16,780,1.643623333
29,1,48,4,9,1000,1.73849953
29,1,44,8,11,1500,1.788845691
29,0,34,4,12,1900,1.72333014
29,1,27,4,16,788,1.777410545
29,1,49,2,6,390,1.723968597
29,1,45,4,4,300,1.535923595
29,0,56,4,14,2200,1.578393169
29,1,22,8,12,600,1.711949054
29,0,56,8,7,788,1.791198099
29,0,44,8,6,800,1.673558354
29,0,33,4,15,2500,1.672336577
29,1,53,4,6,600,1.713949903
29,1,41,2,4,788,1.542374534
29,0,35,2,8,800,1.754604442
29,1,31,8,9,788,1.652559553
29,0,30,4,15,1300,1.801290824
29,1,55,4,2,30,1.735537305
29,1,54,4,16,2500,1.714130411
29,0,49,8,11,788,1.613327306
29,0,38,4,12,1500,1.625881252
29,0,36,8,12,1300,1.623268148
29,1,51,8,12,380,1.695834274
29,1,57,4,8,700,1.716261531
29,0,34,4,8,900,1.638293359
29,0,51,4,8,788,1.631993963
29,0,50,4,9,1500,1.620474601
29,0,44,4,7,800,1.811919003
29,1,63,4,2,250,1.760715899
29,1,57,2,3,800,1.712778939
29,0,39,8,8,1500,1.772290984
29,1,47,8,12,788,1.5986391
29,0,61,4,12,1800,1.744281487
29,0,46,8,2,1500,1.506446629
29,0,34,4,6,1600,1.670445378
29,0,20,4,5,800,1.750827378
29,0,39,4,3,800,1.701201593
29,1,50,2,6,600,1.620635539
29,1,54,4,10,788,1.710360174
29,0,37,4,12,1700,1.705699319
29,1,59,4,16,550,1.681982829
29,0,40,4,12,1900,1.716360764
29,0,36,4,12,3000,1.79070495
29,0,22,2,6,879,1.597621651
29,1,41,2,12,900,1.829653131
29,1,27,8,12,948,1.555546434
29,1,39,8,16,2500,1.589243256
29,0,56,4,12,4000,1.618839506
29,1,57,8,12,788,1.679718835
29,0,34,4,14,980,1.735651492
29,0,20,2,12,1200,1.752129419
29,1,40,4,12,2000,1.757475817
29,0,48,8,2,788,1.783992079
29,0,52,8,4,788,1.65216208
29,1,31,8,10,788,1.77064536
29,0,36,4,7,900,1.630902105
29,0,29,2,12,788,1.737837965
29,0,41,4,12,1100,1.63309377
29,1,37,4,12,788,1.776438563
29,1,53,4,7,150,1.797238
29,0,27,4,5,700,1.650616019
29,1,48,4,12,788,1.635333364
29,0,36,8,11,1100,1.611610067
29,1,41,2,12,1100,1.645675651
29,0,42,8,11,1136,1.645547548
29,0,24,8,12,2600,1.737678321
29,1,31,4,12,788,1.747502371
29,1,19,4,8,500,1.826347595
29,0,53,8,5,150,1.688855169
29,0,37,2,12,1300,1.698898291
29,0,58,8,12,1300,1.511570005
29,0,37,4,5,788,1.670846432
29,1,43,8,12,300,1.656221549
29,1,48,8,6,450,1.712152153
29,1,51,4,1,700,1.637332107
29,0,37,8,6,788,1.480781296
29,0,43,8,6,800,1.69713128
29,0,34,2,9,2000,1.58088151
29,0,34,4,12,1200,1.78065937
29,0,36,8,12,1300,1.676139422
29,1,36,4,5,1160,1.849889074
29,1,40,8,10,1500,1.526358799
29,0,42,4,9,1700,1.75401863
29,1,38,4,7,800,1.663755803
29,0,41,4,12,900,1.692879833
29,0,48,4,14,788,1.857446257
29,0,43,4,9,1300,1.612799446
29,1,55,8,7,1000,1.597852405
29,1,30,8,12,788,1.580995165
29,0,46,2,5,800,1.836190498
29,1,38,8,9,400,1.735084953
29,1,34,2,13,4500,1.652405771
29,1,51,4,12,3000,1.617020037
29,0,37,8,12,2500,1.612098688
29,1,35,2,12,1000,1.714639898
29,0,54,8,5,1200,1.663954248
29,0,45,4,12,3500,1.741144233
29,1,45,8,6,788,1.676536729
29,0,54,8,1,1000,1.805588867
29,1,52,4,12,800,1.658604892
29,0,44,2,10,1500,1.580822377
29,1,44,4,12,1765,1.738538449
29,0,35,8,12,1919,1.721971666
29,0,45,8,5,500,1.59577343
29,0,40,4,12,1500,1.686026213
29,0,40,8,14,2100,1.726086531
29,0,36,8,12,1200,1.626437169
29,0,63,8,10,0,1.831424728
29,0,54,8,12,1700,1.583270178
29,1,42,8,6,700,1.703692892
29,0,32,8,9,700,1.832650304
29,0,59,8,11,2200,1.627312192
29,0,56,8,5,1200,1.750410248
29,0,34,4,9,700,1.724156271
29,0,31,4,10,750,1.711499116
29,1,57,8,12,600,1.822991534
29,1,49,8,11,700,1.626708026
29,0,41,8,12,1800,1.722594663
29,0,31,4,12,1200,1.800390002
29,1,45,2,7,850,1.753050817
29,0,49,4,1,700,1.743644026
29,0,37,4,10,900,1.762323047
29,1,48,4,12,2000,1.899350029
29,1,39,8,12,1180,1.652208655
29,0,49,8,16,2800,1.651565592
29,0,57,8,12,1400,1.640808004
29,0,59,4,9,1500,1.605784074
29,1,30,4,12,850,1.624596005
29,0,28,4,12,1000,1.721676112
29,0,45,8,12,1500,1.662439933
